Id,Headline,Political,Sensationalism,Framing,Stereotyping
2009,"अनुगमनपछि, उद्योगीले कर नीतिले व्यवसाय धरापमा परेको बताए",0,0,0,0
2010,विदेशी नागरिकलाई चोरीको आरोपमा पक्राउ गरिएको प्रहरीले जनाएको छ,0,0,0,1
2011,"अनुगमनको क्रममा सम्बन्धित निकायका अनुसार, अनलाइन ठगी बढेपछि बैंक ग्राहक त्रसित",0,0,0,0
2012,ताजा रिपोर्टअनुसार महिला उद्यम कार्यक्रम भन्दै आलोचकको प्रतिक्रिया,0,0,1,0
2013,किसानले उत्पादनको उचित मूल्य मागे; बारे मन्त्रालयले जानकारी दिएको छ,0,0,0,0
2014,पानीको अभावले महिलाको दैनिक श्रम बढेको अध्ययनको निष्कर्ष,0,0,0,0
2015,"यसैबीच, घटनापछि, अवैध काठ कटानी रोक्न वन कार्यालयले निगरानी बढायो",0,0,0,0
2016,नयाँ तथ्य सार्वजनिक: युवा पुस्ता मेहनत गर्नै नचाहने टिप्पणीप्रति आलोचना ,0,0,1,0
2017,बजारमा मूल्यवृद्धिको मार बढ्दै,0,0,0,0
2018,"किसानले उत्पादनको उचित मूल्य मागे, भोलिदेखि लागू गर्ने तयारी बताइएको छ",0,0,0,0
2019,"नयाँ तथ्य सार्वजनिक: छलफलपछि, प्रतियोगितामा दर्शकको अपेक्षाभन्दा ठूलो भीड",0,0,0,0
2020,"यसैबीच, कृषकहरू आधुनिक प्रविधि अपनाउनै नचाहने टिप्पणीप्रति आपत्ति ",0,0,0,0
2021,"निर्णयपछि सम्बन्धित निकायका अनुसार, नयाँ पुल सञ्चालनमा आएपछि दुई जिल्लाबीच आवागमन सहज",0,0,0,0
2022,"बैठकपछि, धार्मिक स्थलमा भक्तजनको ठूलो भीड",0,0,0,0
2023,"निर्णयपछि सम्बन्धित निकायका अनुसार, फोहोरले नदीको अवस्था भयावह बनेको बताउँदै चेतावनी",0,0,0,0
2024,नयाँ विवरणअनुसार डिजिटल सेवा विस्तार बारे थप अध्ययन आवश्यक,0,0,0,0
2025,"आज सार्वजनिक जानकारीअनुसार, महिला खेलाडीले प्रतियोगितामा उत्कृष्ट प्रदर्शन गरिन्",0,0,0,0
2026,वन फँडानी बढ्दा वातावरणीय संकट गहिरिने चेतावनी ,0,0,0,0
2027,"स्थानीय तहमा आज सार्वजनिक विवरणमा, लामो समय विद्युत् अवरुद्ध हुँदा उद्योगमा करोडौँको क्षति भएको दाबी,",0,0,0,0
2028,विश्वविद्यालयका उपकुलपतिहरूको नियुक्तिमा राजनीतिक भागबण्डा हाबी,0,0,0,0
2029,"घटनापछि, सुरक्षा व्यवस्थामाथि प्रश्न उठेपछि प्रशासनले छानबिन गर्‍यो",0,0,0,0
2030,"नयाँ तथ्य सार्वजनिक: सम्बन्धित निकायका अनुसार, सहकारीको रकम हिनामिना भएको दाबीमा अनुसन्धान अघि बढ्यो",0,0,0,0
2031,कृषकलाई राहत नदिए कृषि क्षेत्र समाप्त हुने चेतावनी,0,0,0,0
2032,स्थानीय तहको विवरण: अनलाइन ठगीको जालो फैलिँदा सर्वसाधारण त्रसित ,0,1,0,0
2033,निर्णयपछि अनलाइन ठगी बढेपछि बैंक ग्राहक त्रसित ,0,1,0,0
2034,"सम्बन्धित निकायका अनुसार, यात्रामा महिलाले असुरक्षित महसुस गर्ने गरेको सर्वेक्षण",0,0,0,1
2035,"अनुगमनपछि, मन्त्रीको निर्णयले यात्रुलाई ठूलो राहत पुगेको दाबी",0,0,0,0
2036,"कृषि अनुदान वितरणमा पारदर्शिता माग, सरोकारवालासँग परामर्श जारी हुने अपेक्षा",0,0,0,0
2037,वातावरण क्षेत्रमा ठूलो उपलब्धि भएको सरकारको दाबी,0,0,0,0
2038,"आज सार्वजनिक जानकारीअनुसार, प्रहरीमाथि अधिकार दुरुपयोग गरेको दाबी",0,0,1,0
2039,स्थानीय तहको विवरण: मौसम पूर्वानुमान प्रणाली सुधार्न सरकारी योजना,0,0,0,0
2040,"छलफलपछि, विपद्मा स्थानीय युवाले उद्धारमा सक्रियता देखाए",0,0,0,0
2041,"पछिल्लो विवरणअनुसार, बैंकले साना उद्यमीका लागि कर्जा सीमा बढायो",0,0,0,0
2042,"स्थानीय तहको विवरण: बैठकपछि, सरकारले निःशुल्क औषधिको सूची विस्तार गर्ने तयारी गरेको छ",0,0,0,0
2043,"पछिल्लो घटनामा आज सार्वजनिक विवरणमा, खेलाडी छनोटमा पारदर्शिता नभएको भन्दै प्रश्न उठ्यो",0,0,1,0
2044,"घटनाक्रममा आज सार्वजनिक जानकारीअनुसार, फोहोर व्यवस्थापनमा कमजोरी भएपछि बजार क्षेत्र दुर्गन्धित",0,0,1,0
2045,घटनाक्रममा अस्पतालले बिरामीका लागि नयाँ शल्यक्रिया सेवा थालेको छ ,0,0,0,0
2046,अन्तिम मिनेटको गोलले समर्थकमा खुसीको लहर,0,0,0,0
2047,"कृषि अनुदान वितरणमा पारदर्शिता माग, सम्बन्धमा थप छलफल सुरु बताइएको छ",0,0,0,0
2048,"अनुगमनपछि, युवा उद्यमीको नयाँ व्यवसायले बजारमा चर्चा पायो",0,0,0,0
2049,"सम्बन्धित निकायका अनुसार, विमानस्थल व्यवस्थापनमा लापरबाही भएको यात्रुको आरोप",0,0,0,0
2050,"पछिल्लो घटनाक्रम: छलफलपछि, सार्वजनिक यातायातको नयाँ रुटले यात्राको समय घटायो",0,0,0,0
2051,प्रश्नपत्र चुहावटको खबरले शिक्षाक्षेत्रमा सनसनी ,0,1,0,0
2052,"कृषि बजारमा बिचौलियाको प्रभावबारे किसानको गुनासो, बारे मन्त्रालयले जानकारी दिएको छ को तयारी",0,0,0,0
2053,तस्करको गिरोह सक्रिय भएको भन्दै सीमावर्ती क्षेत्रमा त्रास ,0,1,1,0
2054,"नयाँ निर्णयसँगै, अस्पतालको लापरबाहीले बिरामीको ज्यान जोखिममा परेको आरोप",0,0,0,0
2055,"आज सार्वजनिक जानकारीअनुसार, विद्युत् महसुल बढाउने प्रस्तावप्रति उपभोक्ता असन्तुष्ट",0,0,0,0
2056,बेरोजगारीले युवाको भविष्य अन्धकारमा धकेल्यो,0,0,0,0
2057,सरकारले शिक्षा क्षेत्रलाई बेवास्ता गरेको विद्यार्थी संगठनको आरोप,1,0,0,0
2058,"किसानले उत्पादनको उचित मूल्य मागे, बारे मन्त्रालयले जानकारी दिएको छ बताइएको छ",0,0,0,0
2059,विश्वसम्पदा सूचीमा सूचीकृत ऐतिहासिक स्मारकसमेत संरक्षणको अभावमा जिर्ण,0,0,0,0
2060,"यसैबीच, वैदेशिक रोजगारीमा ठगी बढेको भन्दै परिवार चिन्तित ",0,0,1,0
2061,विपक्षी दलले जलस्रोत आयोजना मा सरकारको निर्णयलाई कडा रूपमा प्रश्न उठायो,0,0,0,0
2062,पछिल्लो घटनाक्रम: सरकारले सामुदायिक विद्यालयको भवन निर्माणका लागि अनुदान थपेको छ ,0,0,0,0
2063,आलोचनापछि वातावरण संरक्षण योजना भन्दै आलोचकको प्रतिक्रिया,0,0,1,0
2064,विपक्षीका अनुसार स्वास्थ्य योजना ले जनतामाथि थप भार पार्न सक्छ,0,0,0,0
2065,"यसैबीच, राजमार्गमा दुर्घटना बढेपछि ट्राफिक प्रहरीले निगरानी बढायो",0,0,0,0
2066,पछिल्लो घटनाक्रम: कर बढेपछि उद्योगीले सरकारी नीतिप्रति असन्तुष्टि बताए,1,0,1,0
2067,"पछिल्लो विवरणअनुसार, स्थानीय बस सेवा विस्तार भएपछि यात्रुको समय बचत",0,0,0,0
2068,स्थानीय तहको विवरण: पर्यटकको भीडले प्रमुख गन्तव्यमा मच्चियो ठूलो हलचल ,0,1,0,0
2069,"अनुगमनको क्रममा सम्बन्धित निकायका अनुसार, नदी सफाइ अभियानमा स्थानीय विद्यालयका विद्यार्थी सहभागी",0,0,0,0
2070,"यसैबीच, स्थानीय विवरणअनुसार, संगीत कार्यक्रमको टिकट महँगो भएपछि दर्शक असन्तुष्ट",0,0,0,0
2071,विपक्षी दल फेरि पुरानै आरोप दोहोर्‍याउँदै,1,0,0,0
2072,"घटनाक्रममा सम्बन्धित निकायका अनुसार, कृषकहरू मेहनत गर्नै नचाहने भएको टिप्पणी विवादमा",0,0,0,0
2073,विपक्षी दलले युवा नीति मा सरकारको निर्णयलाई कडा रूपमा प्रश्न उठायो,0,0,0,0
2074,"बैठकपछि, खेलाडी छनोटमा नातावाद भएको आरोप",0,0,0,0
2075,प्रहरीमाथि अधिकार दुरुपयोग गरेको दाबी ,0,0,1,0
2076,पर्यटन क्षेत्रलाई सरकारको नयाँ कर नीतिले असर गर्ने व्यवसायीको दाबी ,0,0,0,0
2077,"नयाँ तथ्य सार्वजनिक: स्थानीय स्रोतका अनुसार, खानेपानी आयोजना वर्षौँदेखि अलपत्र परेको स्थानीयको असन्तुष्टि",0,0,1,0
2078,"स्थानीय तहमा घटनापछि, विपक्षी दलले नयाँ कर नीतिलाई जनतामाथिको बोझ भएको आरोप लगायो,",1,0,0,0
2079,निर्णयपछि वैदेशिक रोजगारीमा ठगी बढेको भन्दै परिवार चिन्तामा ,0,0,1,0
2080,देशमा रोजगारी नभएपछि युवाहरू विदेशिन बाध्य,0,0,0,0
2081,"पछिल्लो घटनामा घटनापछि, सडकमा एकपछि अर्को दुर्घटनाले यात्रुमा त्रास",0,1,0,0
2082,"यसैबीच, नयाँ निर्णयसँगै, तरकारीको मूल्य घटेपछि उपभोक्तालाई केही राहत",0,0,0,0
2083,वृद्धहरू नयाँ प्रविधि स्वीकार्न नसक्ने धारणा,0,0,0,0
2084,"यसैबीच, सम्बन्धित निकायका अनुसार, कृषकहरू आधुनिक प्रविधि अपनाउनै नचाहने टिप्पणीप्रति आपत्ति",0,0,0,0
2085,समर्थकको ठूलो भीडले रंगशाला भरियो ,0,0,0,0
2086,"यसैबीच, घटनापछि, बजारमा नक्कली सामानको बिगबिगी बढेको दाबी",0,0,0,0
2087,"नयाँ तथ्य सार्वजनिक: सम्बन्धित निकायका अनुसार, सडक निर्माणको ढिलाइप्रति स्थानीय जनप्रतिनिधिमाथि दबाब",0,0,0,0
2088,व्यवसायीहरू को व्यवहारलाई सहरी विकास योजना सँग जोडेर गरिएको टिप्पणी विवादमा,0,0,0,0
2089,"अनुगमनको क्रममा आज सार्वजनिक जानकारीअनुसार, वन्यजन्तु संरक्षण बजेट कटौतीप्रति अभियन्ताको विरोध",0,0,1,0
2090,"स्थानीय तहमा पछिल्लो विवरणअनुसार, लोडसेडिङको हल्लाले उपभोक्तामा अनावश्यक त्रास,",0,0,0,0
2091,नयाँ तथ्य सार्वजनिक: सरकारले खेल पूर्वाधारका लागि बजेट बढायो ,0,0,0,0
2092,"नयाँ निर्णयसँगै, मौसम पूर्वानुमान प्रणाली सुधार्न सरकारले योजना बनायो",0,0,0,0
2093,"यसैबीच, कामदारमाथि अन्याय भएको भन्दै उद्योग अगाडि प्रदर्शन ",0,0,1,0
2094,"बैठकपछि, टोलीको लगातार हारपछि प्रशिक्षकमाथि दबाब",0,0,0,0
2095,"छलफलपछि, किसानलाई उचित मूल्य नदिएको भन्दै व्यापारीविरुद्ध असन्तुष्टि",0,0,1,0
2096,"आज सार्वजनिक जानकारीअनुसार, प्रहरीले साइबर अपराधविरुद्ध विशेष अभियान सुरु गर्‍यो",0,0,1,0
2097,"स्थानीय तहमा सत्तारूढ दलभित्र नेतृत्व परिवर्तनबारे छलफल सुरु ,",0,0,0,0
2098,"अनुगमनपछि, राहत नपुगेपछि पीडितको आक्रोश चुलियो",0,1,1,0
2099,सरकारको नयाँ कदमले देशभर हलचल,0,0,0,0
2100,"निर्णयपछि बैठकपछि, विद्यार्थीहरू पढाइमा गम्भीर नहुने भन्दै आलोचना",0,0,1,0
2101,"घटनाक्रममा स्थानीय विवरणअनुसार, सरकारले नयाँ पर्यटन वर्षका लागि प्रचार अभियान सुरु गर्‍यो",0,0,0,0
2102,अर्थतन्त्र क्षेत्रमा बजेट अपुग भएको गुनासो,0,0,0,0
2103,अनुगमनको क्रममा किसानलाई उचित मूल्य नदिएको भन्दै व्यापारीविरुद्ध असन्तुष्टि ,0,0,1,0
2104,"नयाँ तथ्य सार्वजनिक: सम्बन्धित निकायका अनुसार, वन फँडानी बढ्दा वातावरणीय संकट गहिरिने चेतावनी",0,0,0,0
2105,"अनुगमनको क्रममा घटनापछि, सरकारले ऊर्जा निर्यात बढाउने लक्ष्य सार्वजनिक गर्‍यो",0,0,0,0
2106,बिरामी ले नयाँ कार्यक्रमबाट राहतको अपेक्षा गरे,0,0,0,0
2107,राष्ट्रिय निकुञ्ज वरपर वन्यजन्तुको आक्रमणबाट स्थानीय बासिन्दा त्रसित,0,1,0,0
2108,"अनुगमनको क्रममा आज सार्वजनिक जानकारीअनुसार, खेलाडी छनोटमा पक्षपात भएको भन्दै प्रश्न",0,0,1,0
2109,"पछिल्लो घटनाक्रम: अनुगमनपछि, वृद्ध नागरिकले सामाजिक सुरक्षा भत्ता बढाउन माग गरे",0,0,0,0
2110,विश्वसम्पदा सूचीमा सूचीकृत ऐतिहासिक स्मारकसमेत संरक्षणको अभावमा जिर्णX,0,0,0,0
2111,"छलफलपछि, असिनापछि किसानको आशा निराशामा बदलियो",0,0,0,0
2112,"अनुगमनको क्रममा आज सार्वजनिक जानकारीअनुसार, विदेशी पर्यटकले स्थानीय नियम पालना नगरेको आरोप",0,0,0,0
2113,"आज सार्वजनिक जानकारीअनुसार, युवा उद्यमीको नयाँ व्यवसायले बजारमा चर्चा पायो",0,0,0,0
2114,ग्रामीण समुदाय सम्बन्धी पुरानो धारणा वातावरण संरक्षण योजना को बहसमा फेरि दोहोरियो,0,0,0,0
2115,अनुगमनको क्रममा लगातार हारपछि प्रशिक्षकमाथि दबाब ,0,0,0,0
2116,पर्यटन अभियान सम्बन्धी निर्णय सार्वजनिक गरिएको छ,0,0,0,0
2117,"सम्बन्धित निकायका अनुसार, विपद् व्यवस्थापनमा सरकारको तयारी कमजोर भएको दाबी",0,0,1,0
2118,संसद्मा यातायात विधेयकमाथि चर्को विवाद ,0,0,0,0
2119,स्वास्थ्य बीमा कार्यक्रम विस्तार गर्ने सरकारको तयारी,0,0,0,0
2120,"यसैबीच, स्वास्थ्यकर्मीमाथि दुर्व्यवहार बढेको भन्दै सुरक्षा माग ",0,0,1,0
2121,"यसैबीच, पहिरोले सडक बगाएपछि यातायात पूर्ण रूपमा ठप्प ",0,0,0,0
2122,स्थानीय तहको विवरण: महिलाले नेतृत्व गर्न नसक्ने पुरानो धारणा फेरि विवादमा,0,0,0,0
2123,किसानले उत्पादनको उचित मूल्य मागे; प्रभावबारे विज्ञले अध्ययन आवश्यक बताएका छन्,0,0,0,0
2124,घोषणापछि वातावरण संरक्षण योजना बारे सरोकारवालाको चासो,0,0,0,0
2125,स्वास्थ्य मन्त्रालयले सरकारी अस्पतालमा नयाँ सेवा थप्ने जनाएको छ,0,0,0,0
2126,तरकारीको मूल्यमा सामान्य वृद्धि,0,0,0,0
2127,"कृषि अनुदान वितरणमा पारदर्शिता माग, भोलिदेखि लागू गर्ने तयारी का लागि पहल",0,0,0,0
2128,"घटनाक्रममा सम्बन्धित निकायका अनुसार, श्रमिकहरू काममा ढिलासुस्ती गर्ने आरोपप्रति युनियनको आपत्ति",0,0,0,0
2129,"स्थानीय तहको विवरण: सम्बन्धित निकायका अनुसार, खेलाडी छनोटमा पक्षपात भएको भन्दै प्रश्न",0,0,1,0
2130,युवाहरू लाई युवा नीति को मुख्य जिम्मेवार पक्षका रूपमा चित्रण,0,0,0,0
2131,"पछिल्लो विवरणअनुसार, किसानले उचित मूल्य नपाएको भन्दै बजारमा विरोध गरे",0,0,1,0
2132,काठमाडौंमा सार्वजनिक यातायातको भाडा समायोजन,0,0,0,0
2133,"स्थानीय विवरणअनुसार, वन्यजन्तु संरक्षणका लागि निकुञ्जले नयाँ योजना ल्यायो",0,0,0,0
2134,स्थानीय तहले फोहोर व्यवस्थापनका लागि नयाँ योजना ल्यायो,0,0,0,0
2135,अनुगमनको क्रममा ग्रामीण क्षेत्रमा सौर्य बत्ती जडानको काम तीव्र ,0,0,0,0
2136,"यसैबीच, मौसम पूर्वानुमान प्रणाली सुधार्न सरकारी योजना ",0,0,0,0
2137,"सम्बन्धित निकायका अनुसार, सडक बत्ती नहुँदा राति हिँड्न जोखिम बढेको स्थानीयको असन्तुष्टि",0,0,1,0
2138,विद्यालय शिक्षा विधेयकलाई लिएर शिक्षकहरू र सरकारबीच फेरि तनाव,0,0,0,0
2139,अल्पसंख्यक समुदायलाई लिएर नेताको टिप्पणी विवादमा,0,0,0,0
2140,पछिल्लो घटनामा तस्करको गिरोह सक्रिय भएको भन्दै सीमावर्ती क्षेत्रमा त्रास ,0,1,1,0
2141,कृषि अनुदान वितरणमा पारदर्शिता माग : आगामी चरणमा समीक्षा गरिने,0,0,0,0
2142,"सरकारले नयाँ कृषि नीति कार्यान्वयन गर्ने तयारी, सम्बन्धमा थप छलफल सुरु",0,0,0,0
2143,पूर्वाधार क्षेत्रमा अनियमितताको आशंकामा छानबिन सुरु,0,0,0,0
2144,निर्वाचनमा धाँधली हुन सक्ने भन्दै विपक्षी दलको चेतावनी,0,0,1,0
2145,सरकारले नयाँ कृषि नीति कार्यान्वयन गर्ने तयारी; सम्बन्धमा थप छलफल सुरु,0,0,0,0
2146,"यसैबीच, नयाँ निर्णयसँगै, नयाँ पदमार्ग खुलेपछि स्थानीय व्यवसायी उत्साहित",0,0,0,0
2147,"आज सार्वजनिक जानकारीअनुसार, विपद् व्यवस्थापनमा सरकारको तयारी कमजोर भएको आरोप",1,0,1,0
2148,स्थानीय तहको विवरण: पहाडी क्षेत्रमा जथाभावी सडक खन्दा पहिरोको जोखिम,0,0,0,0
2149,सरकारको उपलब्धि प्रचारमा सीमित भएको विपक्षीको आरोप,1,0,0,0
2150,"यसैबीच, पर्यटकको भीडले प्रमुख गन्तव्यमा मच्चियो ठूलो चहलपहल ",0,1,0,0
2151,"नयाँ तथ्य सार्वजनिक: अनुगमनपछि, शहरको मुख्य चोकमा पानी जम्दा आवागमन प्रभावित",0,0,0,0
2152,विद्यालयस्तरको पाठ्यक्रममा व्यावहारिक शिक्षा जोड्न अभिभावकहरूको माग,0,0,0,0
2153,"बैठकपछि, नदी सफाइ अभियानमा स्थानीय विद्यालयका विद्यार्थी सहभागी",0,0,0,0
2154,घटनाक्रममा महिला समूहले सामूहिक व्यवसायबाट आम्दानी थपेको छ,0,0,0,0
2155,नयाँ तथ्य सार्वजनिक: वन क्षेत्रमा दुर्लभ जनावर देखिएपछि संरक्षणकर्मी उत्साहित ,0,0,0,0
2156,ग्रामीण समुदाय लाई स्वास्थ्य योजना को मुख्य जिम्मेवार पक्षका रूपमा चित्रण,0,0,0,0
2157,"स्थानीय तहको विवरण: नयाँ निर्णयसँगै, अत्यधिक वर्षाले खेत डुबाउँदा किसान निराश",0,0,0,0
2158,सत्तापक्षले युवा नीति अघि बढाएर आफ्नो राजनीतिक प्रभाव बलियो बनाउन खोजेको आरोप,1,0,0,0
2159,"कृषि अनुदान वितरणमा पारदर्शिता माग, सम्बन्धमा थप छलफल सुरु का लागि पहल",0,0,0,0
2160,"घटनापछि, विद्युत् महसुल बढाउने प्रस्तावप्रति उपभोक्ता असन्तुष्ट",0,0,0,0
2161,विद्यालय बन्द हुने हल्लाले अभिभावकमा त्रास,0,1,0,0
2162,"कृषि बजारमा बिचौलियाको प्रभावबारे किसानको गुनासो, प्रभावबारे विज्ञले अध्ययन आवश्यक बताएका छन् हुने अपेक्षा",0,0,0,0
2163,"यसैबीच, छलफलपछि, सार्वजनिक यातायातको नयाँ रुटले यात्राको समय घटायो",0,0,0,0
2164,"नेपालमा ई-कमर्स व्यवसायको दायरा फराकिलो हुँदै, अनलाइन किनमेल बढ्यो",0,0,0,0
2165,आलोचनापछि युवा नीति भन्दै आलोचकको प्रतिक्रिया,0,0,1,0
2166,"सिँचाइ आयोजना सम्पन्न गर्न स्थानीयले दबाब दिए, समस्या समाधान गर्न पहल थालिएको छ को तयारी",0,0,0,0
2167,नयाँ तथ्य सार्वजनिक: राहत ढिलो पुगेपछि पीडितको आक्रोश चुलियो ,0,1,1,0
2168,"यसैबीच, नयाँ निर्णयसँगै, निर्वाचन आयोगले मतदाता नामावली अद्यावधिक गर्न आग्रह गर्‍यो",0,0,0,0
2169,"घटनाक्रममा आज सार्वजनिक विवरणमा, स्वास्थ्य बीमा कार्यक्रम विस्तार गर्ने सरकारको तयारी",0,0,0,0
2170,बेरोजगारी बढ्दा युवामा निराशा,0,0,0,0
2171,घोषणापछि खाद्य सुरक्षा कार्यक्रम बारे थप अध्ययन आवश्यक,0,0,0,0
2172,नयाँ तथ्य सार्वजनिक: चुनावी प्रचारमा नेताहरूले मतदातासँग नयाँ प्रतिबद्धता जनाए ,0,0,0,0
2173,सरकारको एउटा निर्णयले हजारौँ नागरिकको जीवन प्रभावित,0,0,0,0
2174,"यसैबीच, घटनापछि, कृषि मन्त्रालयले मल आपूर्ति नियमित बनाउने योजना सार्वजनिक गर्‍यो",0,0,0,0
2175,कृषि अनुदान वितरणमा पारदर्शिता माग — कार्यान्वयनका लागि कार्यदल गठन,0,0,0,0
2176,खेल संघले राष्ट्रिय प्रतियोगिताको मिति घोषणा गर्‍यो,0,0,0,0
2177,शहरको मुख्य चोकमा ट्राफिक जामले यात्रु हैरान,0,0,0,0
2178,"स्थानीय तहको विवरण: पछिल्लो विवरणअनुसार, सरकारले प्राविधिक शिक्षालाई प्राथमिकता दिने घोषणा गर्‍यो",0,0,0,0
2179,पछिल्लो घटनाक्रम: पर्यटकको आगमन बढेपछि होटल व्यवसायमा चहलपहल ,0,0,0,0
2180,"स्थानीय विवरणअनुसार, महिला खेलाडीले प्रतियोगितामा उत्कृष्ट प्रदर्शन गरिन्",0,0,0,0
2181,सरकारले नयाँ कृषि नीति कार्यान्वयन गर्ने तयारी; प्रभावबारे विज्ञले अध्ययन आवश्यक बताएका छन्,0,0,0,0
2182,निजी क्षेत्र लाई सार्वजनिक यातायात सुधार को मुख्य जिम्मेवार पक्षका रूपमा चित्रण,0,0,0,0
2183,"निर्णयपछि बैठकपछि, ट्याक्सी चालकले नयाँ नियमप्रति असन्तुष्टि जनाए",0,0,1,0
2184,"स्थानीय विवरणअनुसार, सडक बत्ती नहुँदा राति हिँड्न जोखिम बढेको स्थानीयको असन्तुष्टि",0,0,1,0
2185,"नयाँ तथ्य सार्वजनिक: घटनापछि, विपद् व्यवस्थापनमा सरकारको तयारी कमजोर भएको आरोप",1,0,1,0
2186,सत्ताधारी दलका शीर्ष नेताहरूबीच भागबन्डा नमिलेपछि मन्त्रिपरिषद् विस्तारमा फेरि अवरोध,0,0,0,0
2187,"नयाँ तथ्य सार्वजनिक: आज सार्वजनिक जानकारीअनुसार, महँगो उपचारका कारण परिवार ऋणमा डुबेको स्थानीयको असन्तुष्टि",0,0,1,0
2188,"घटनाक्रममा नयाँ निर्णयसँगै, व्यापारीले माग घटेको भन्दै बिक्री कमजोर भएको बताए",0,0,1,0
2189,"छलफलपछि, कामदारमाथि अन्याय भएको भन्दै उद्योग अगाडि प्रदर्शन",0,0,1,0
2190,"स्थानीय विवरणअनुसार, वृद्धहरूलाई डिजिटल स्वास्थ्य सेवा प्रयोग गर्न कठिन भएको असन्तुष्टि",0,0,1,0
2191,"यसैबीच, किसानलाई उचित मूल्य नदिएको बताउँदै व्यापारीविरुद्ध गुनासो ",0,0,1,0
2192,नयाँ तथ्य सार्वजनिक: स्वास्थ्यकर्मीमाथि दुर्व्यवहार बढेको भन्दै सुरक्षा माग ,0,0,1,0
2193,"सम्बन्धित निकायका अनुसार, समावेशी नीतिको कार्यान्वयन कमजोर भएको अधिकारकर्मीको दाबी",0,0,1,0
2194,वृद्ध नागरिकहरू को व्यवहारलाई वातावरण संरक्षण योजना सँग जोडेर गरिएको टिप्पणी विवादमा,0,0,0,0
2195,संसदमा नयाँ विधेयकमाथि छलफल सुरु,0,0,0,0
2196,सिँचाइ आयोजना सम्पन्न गर्न स्थानीयले दबाब दिए — कार्यान्वयनका लागि कार्यदल गठन,0,0,0,0
2197,निजी क्षेत्र सम्बन्धी पुरानो धारणा महिला उद्यम कार्यक्रम को बहसमा फेरि दोहोरियो,0,0,0,0
2198,स्वास्थ्यकर्मीमाथि दुर्व्यवहार बढेको भन्दै सुरक्षा माग ,0,0,1,0
2199,"नयाँ निर्णयसँगै, वृद्धहरूलाई डिजिटल स्वास्थ्य सेवा प्रयोग गर्न कठिन भएको असन्तुष्टि",0,0,1,0
2200,"यसैबीच, पछिल्लो विवरणअनुसार, समुदाय विशेषका मानिस काममा कम सक्षम हुने दाबी विवादमा",0,0,0,0
2201,"सम्बन्धित निकायका अनुसार, खेलाडी छनोटमा नातावाद भएको आरोप",0,0,0,0
2202,यातायात क्षेत्रमा सरकार असफल भएको विपक्षीको आरोप,1,0,0,0
2203,"बैठकपछि, सडक बत्ती नहुँदा राति हिँड्न जोखिम बढेको स्थानीयको असन्तुष्टि",0,0,1,0
2204,विद्यार्थीहरू ले शिक्षा नीति बारे एउटै धारणा राख्ने भनाइ सार्वजनिक,0,0,0,0
2205,"सरकारले नयाँ कृषि नीति कार्यान्वयन गर्ने तयारी, भोलिदेखि लागू गर्ने तयारी का लागि पहल",0,0,0,0
2206,"स्थानीय तहमा घटनापछि, मोबाइल बैंकिङ बन्द हुँदा ग्राहकमा ठूलो अन्योल,",0,0,0,0
2207,"कृषि अनुदान वितरणमा पारदर्शिता माग, प्रभावबारे विज्ञले अध्ययन आवश्यक बताएका छन् जनाइएको छ",0,0,0,0
2208,"यसैबीच, सरकारले कृषि उपजको न्यूनतम समर्थन मूल्य तोक्यो ",0,0,0,0
2209,राजधानीमा दिनदहारै लुटपाट र चोरीजस्ता घटना बढेपछि नागरिकहरू त्रसित,0,1,0,0
2210,ताजा रिपोर्टअनुसार युवा नीति भन्दै पक्षको दाबी,0,0,1,0
2211,पछिल्लो घटनाक्रम: पर्यटकको भीडले प्रमुख गन्तव्यमा मच्चियो ठूलो हलचल,0,1,0,0
2212,"पछिल्लो विवरणअनुसार, बस दुर्घटनाले यात्रुमा त्रास फैलियो",0,1,0,0
2213,अनुगमनको क्रममा वन कार्यालयले अवैध काठ कटानी नियन्त्रणका लागि गस्ती बढायो,0,0,0,0
2214,नयाँ तथ्य सार्वजनिक: फोहोर व्यवस्थापनमा कमजोरी भएपछि बजार क्षेत्र दुर्गन्धित ,0,0,1,0
2215,"बैठकपछि, अनलाइन ठगीको जालो फैलिँदा सर्वसाधारण त्रसित",0,1,0,0
2216,महँगो उपचारका कारण परिवार ऋणमा डुबेको स्थानीयको गुनासो,0,0,0,0
2217,"किसानले उत्पादनको उचित मूल्य मागे, समस्या समाधान गर्न पहल थालिएको छ",0,0,0,0
2218,"स्थानीय तहको विवरण: पछिल्लो विवरणअनुसार, पहिरोले गाउँको बाटो काटेपछि जनजीवन असर परेको",0,0,0,0
2219,"घटनाक्रममा बैठकपछि, मोबाइल बैंकिङ बन्द हुँदा ग्राहकमा ठूलो अन्योल",0,0,0,0
2220,सरकारको आर्थिक नीतिमाथि संसदमा प्रश्न उठ्यो,0,0,1,0
2221,असिनापछि किसानको आशा निराशामा बदलियो ,0,0,0,0
2222,"पछिल्लो घटनाक्रम: घटनापछि, फोहोर व्यवस्थापनमा कमजोरी भएपछि बजार क्षेत्र दुर्गन्धित",0,0,1,0
2223,"बैठकपछि, समावेशी नीतिको कार्यान्वयन कमजोर भएको अधिकारकर्मीको आरोप",0,0,1,0
2224,हिमाली क्षेत्रमा पर्यटकको आगमन बढ्यो,0,0,0,0
